"Question","Cypher"
"Tôi cần mua nhà ở Cầu Giấy pháp lý sổ đỏ giá khoảng 5 tỷ nhà mới đẹp.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toLower(ls.name) CONTAINS ""sổ đỏ""
  AND toFloat(price.value) >= 4.5 AND toFloat(price.value) <= 5.5
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name))  AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities
ORDER BY ABS(toFloat(price.value) - 5) ASC
LIMIT 10"
"Có căn nhà nào tại quận Cầu Giấy sổ đỏ chính chủ giá tầm 5 tỷ nhà đẹp không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toLower(ls.name) CONTAINS ""sổ đỏ""
  AND toFloat(price.value) >= 4.5 AND toFloat(price.value) <= 5.5
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name))  AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities
ORDER BY ABS(toFloat(price.value) - 5) ASC
LIMIT 10"
"Tôi cần mua nhà ở Cầu Giấy pháp lý sổ đỏ giá khoảng 5 tỷ nhà mới đẹp","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toLower(ls.name) CONTAINS ""sổ đỏ""
  AND toFloat(price.value) >= 4.5 AND toFloat(price.value) <= 5.5
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities
ORDER BY ABS(toFloat(price.value) - 5) ASC
LIMIT 10"
"Tôi muốn tìm nhà ở Cầu Giấy sổ đỏ đầy đủ giá khoảng 5 tỷ nhà đẹp ở ngay","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toLower(ls.name) CONTAINS ""sổ đỏ""
  AND toFloat(price.value) >= 4.5 AND toFloat(price.value) <= 5.5
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name))  AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities
ORDER BY ABS(toFloat(price.value) - 5) ASC
LIMIT 10"
"Tìm nhà sổ đỏ đẹp ở Cầu Giấy giá 5 tỷ","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""cầu giấy""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
WHERE toLower(ptype.name) CONTAINS ""nhà""
  AND toLower(ls.name) CONTAINS ""sổ đỏ""
  AND toFloat(price.value) >= 4.5 AND toFloat(price.value) <= 5.5
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name))  AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities
ORDER BY ABS(toFloat(price.value) - 5) ASC
LIMIT 10"
"Tìm nhà 4 tầng đầy đủ công năng sử dụng tại Thanh Xuân","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
WHERE toLower(design.name) CONTAINS ""4 tầng""
  AND (
    toLower(design.name) CONTAINS ""đầy đủ công năng"" OR
    toLower(amen.name) CONTAINS ""đầy đủ""
OR
    toLower(amen.name) CONTAINS ""công năng""
OR
    toLower(amen.name) CONTAINS ""nội thất đầy đủ""
  )
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Cần mua nhà 4 tầng đầy đủ công năng tại Thanh Xuân","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
WHERE toLower(design.name) CONTAINS ""4 tầng""
  AND (
    toLower(design.name) CONTAINS ""đầy đủ công năng"" OR
    toLower(amen.name) CONTAINS ""đầy đủ""
OR
    toLower(amen.name) CONTAINS ""công năng""
OR
    toLower(amen.name) CONTAINS ""nội thất đầy đủ""
  )
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Ai đang bán nhà 3 tầng sổ đỏ ở Thanh Xuân","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
WHERE toLower(design.name) CONTAINS ""3 tầng""
  AND toLower(ls.name) CONTAINS ""sổ đỏ""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Cho tôi xem các căn nhà 5 tầng tại Hoàng Mai chính chủ có sổ đỏ gần chợ.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hoàng mai""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (
    toLower(ls.name) CONTAINS ""sổ đỏ"" OR
    toLower(ls.name) CONTAINS ""chính chủ"" OR
    toLower(ls.name) CONTAINS ""sổ đỏ chính chủ""
  )
  AND toLower(fac.name) CONTAINS ""chợ""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tôi muốn mua nhà 5 tầng ở Hoàng Mai có sổ đỏ chính chủ thuận tiện gần chợ.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hoàng mai""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (
    toLower(ls.name) CONTAINS ""sổ đỏ"" OR
    toLower(ls.name) CONTAINS ""chính chủ"" OR
    toLower(ls.name) CONTAINS ""sổ đỏ chính chủ""
  )
  AND toLower(fac.name) CONTAINS ""chợ""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm nhà 5 tầng tại Hoàng Mai pháp lý sổ đỏ chính chủ vị trí gần chợ.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hoàng mai""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (
    toLower(ls.name) CONTAINS ""sổ đỏ"" OR
    toLower(ls.name) CONTAINS ""chính chủ"" OR
    toLower(ls.name) CONTAINS ""sổ đỏ chính chủ""
  )
  AND toLower(fac.name) CONTAINS ""chợ""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tìm giúp tôi nhà 5 tầng tại Hoàng Mai có sổ đỏ chính chủ vị trí gần chợ.","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hoàng mai""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (
    toLower(ls.name) CONTAINS ""sổ đỏ"" OR
    toLower(ls.name) CONTAINS ""chính chủ"" OR
    toLower(ls.name) CONTAINS ""sổ đỏ chính chủ""
  )
  AND toLower(fac.name) CONTAINS ""chợ""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Cần nhà 5 tầng sổ đỏ chính chủ gần chợ ở Hoàng Mai","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""hoàng mai""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
MATCH (p)-[:NEAR_FACILITY]->(fac:Facility)
WHERE toLower(design.name) CONTAINS ""5 tầng""
  AND (
    toLower(ls.name) CONTAINS ""sổ đỏ"" OR
    toLower(ls.name) CONTAINS ""chính chủ"" OR
    toLower(ls.name) CONTAINS ""sổ đỏ chính chủ""
  )
  AND toLower(fac.name) CONTAINS ""chợ""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name)) AS internal_amenities,
  COLLECT(DISTINCT toLower(fac.name)) AS near_facilities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Có căn nhà nào tại Thanh Xuân được trang bị đầy đủ nội thất không?","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
WHERE toLower(amen.name) CONTAINS ""đầy đủ nội thất""
   OR toLower(amen.name) CONTAINS ""nội thất đầy đủ""
    OR toLower(amen.name) CONTAINS ""nội thất""
   OR toLower(amen.name) CONTAINS ""đầy đủ""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name))  AS internal_amenities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
"Tôi cần mua nhà tại Thanh Xuân có sẵn nội thất chỉ việc dọn vào ở","MATCH (:City {name:""bất động sản hà nội""})-[:HAS_LOCATION]->(d:District {name:""thanh xuân""})-[:HAS_PROPERTY]->(p:Property)
MATCH (p)-[:HAS_AMENITY]->(amen:Amenity)
WHERE toLower(amen.name) CONTAINS ""đầy đủ nội thất""
   OR toLower(amen.name) CONTAINS ""nội thất đầy đủ""
    OR toLower(amen.name) CONTAINS ""nội thất""
   OR toLower(amen.name) CONTAINS ""đầy đủ""
OPTIONAL MATCH (p)-[:HAS_PROPERTY_TYPE]->(ptype:PropertyType)
OPTIONAL MATCH (p)-[:HAS_PRICE]->(price:PriceVND)
OPTIONAL MATCH (p)-[:HAS_AREA]->(area:Area)
OPTIONAL MATCH (p)-[:HAS_LEGAL_STATUS]->(ls:LegalStatus)
OPTIONAL MATCH (p)-[:HAS_DIRECTION]->(dir:Direction)
OPTIONAL MATCH (p)-[:HAS_DESIGN]->(design:HouseDesign)
OPTIONAL MATCH (p)-[:LOCATED_AT]->(addr:Address)
OPTIONAL MATCH (p)-[:HAS_CONTACT]->(c:Contact)
OPTIONAL MATCH (c)-[:HAS_CONTACT_NAME]->(cn:ContactName)
OPTIONAL MATCH (c)-[:HAS_CONTACT_PHONE]->(cp:ContactPhone)
RETURN DISTINCT
  p.id AS id,
  d.name AS district_name,
  ptype.name AS property_type,
  COLLECT(DISTINCT toLower(design.name)) AS house_design,
  toFloat(area.value) AS area_m2,
  toFloat(price.value) AS price_ty_vnd,
  addr.name AS full_address,
  COLLECT(DISTINCT toLower(ls.name)) AS legal_status,
  COLLECT(DISTINCT toLower(dir.name)) AS direction,
  COLLECT(DISTINCT toLower(amen.name))  AS internal_amenities,
  head(COLLECT(DISTINCT cn.name)) AS contact_name,
  head(COLLECT(DISTINCT cp.number)) AS contact_phone
ORDER BY toFloat(price.value) ASC
LIMIT 10"
