id,text
340,"- Hót Hót: Bán nhà trung tâm quận Cầu Giấy. phố Trần Bình.mới đét, diện tính 40m, 5 Tầng, giá chỉ 5.2 tỷ,
- Nhà nằm vị trí đắc địa, ô tô đỗ cổng, phố Trần Bình gần 5 trường đại học, Hồ Tùng Mậu, Lê Đức Thọ, Dương Khuê, khu vực sầm uất, giao thông thuận tiện.
- Thiết kế 5 tầng mới đét, cực thoáng.
- Tầng 1: phòng khách bếp + wc.
- Tầng 2,3,4: mỗi tầng 1 ngủ + wc.
- Tầng 5: phòng thờ sân phơi.
- Sổ đổ chính chủ sẵn sàng giao dịch."
341,"MẶT PHỐ YÊN HÒA, CẦU GIẤY  GIÁ QUÁ RẺ 50M2, 5M MẶT TIỀN, 3.X TỶ
Mô Tả :
+ Nhà vị trí đắc địa cách Phố Trung Kính 200m, Dương Đình Nghệ 500m, Kangnam 1km, cho thuê hay lên tầng kinh doanh cho thuê thì quá đỉnh.
+ Tầng 1 : Khách, Bếp, WC, Để xe.
+ Tầng 2 : 2 Ngủ, 2 WC, Sân thượng.
Sổ vuông như bánh trưng, Sẵn Sàng Giao Dịch."
342,"Ô TÔ TRÁNH- SIÊU KINH DOANH- KHU VỰC ĐÔNG SINH VIÊN - 10M RA PHỐ ĐẠI LA, TRẦN ĐẠI NGHĨA.
Ngõ Tự Do - Hai Bà Trưng .
DT 37m,  4tầng. MT  4m. GIÁ  7.2 tỷ.
Mô tả:
- Ngõ Tự Do, nơi tập trung kinh doanh buôn bán sầm uất, khu vực tập trung các trường đại học và bệnh viện lớn của Hà Nội.
- Ngõ ô tô, thông các ngả. Nhà hơi cũ, nhưng xây dựng rất chắc chắn, chủ mới về lên tầng thoải mái, đang có cọc bê tông chờ lên tầng 5.
Thiết kế:
- T1,2: Thông sàn, kinh doanh
- T3 :2 ngủ+ vệ sinh+ban công
- T4: Ngủ+phòng khách+ vệ sinh+ ban công
+ SỔ ĐỎ CHÍNH CHỦ SẴN SÀNG GIAO DỊCH .
LH: MS HUYỀN."
343,"BÁN ĐẤT TẶNG NHÀ - TRẦN ĐẠI NGHĨA - HAI BÀ TRƯNG .
DT 69m, MT  5.4 . GIÁ 14.850 TỶ .
+ Đất thổ cư ( Cha ông để lại ) có nhà khung thép mái tôn cấp 4 đang cho thuê cửa hàng kinh doanh, giá 18 triệu/thang - Vị trí đất vàng tuyệt vời để kinh doanh trên phố Trần Đại Nghĩa.
+ Nhà mặt tiền 5,4m hướng Đông bắc, vị trí tuyệt đẹp. Đất vàng cho những bạn đam mê kinh doanh. Hiệu suất an sinh tốt . Ngõ rộng 1,5m, cả ngõ chỉ có 5 gia đình đang ở và kinh doanh ( Bi- a, hàng Nét, hàng ăn ). Giáp KTX ĐH Xây dựng, ngân hàng ACB và cửa hàng Bi- a Kinh tế.  Thuận tiện trong kinh doanh hàng Internet, Bi-a, Play Staytion, hàng ăn. Hoặc xây CCMN. Rất đẹp kể cả khi xây nhà để ở.
+ Sổ đỏ sạch sẽ, không vướng mắc pháp lý hay tranh chấp.
LH: MS HUYỀN."
344,"Bán nhà biệt thự, liền kề Him Lam Green Pack Đại Phúc - Tp Bắc Ninh. Nhìn vườn Hoa.
Nhà 4 Tầng đã hoàn thiện mặt ngoài.
Dự án là tổ hợp gồm trung tâm thương mại, dịch vụ, trường học, công viên.
Đường xá giao thông thuận tiện vài phút đã vào đến Trung tâm TP, trong nháy mắt lên cao tốc HN - LS thẳng một mạch về đến thủ đô.
Dễ dàng và nhanh chóng cho thuê, đặc biệt đối với chuyên gia, QL nước ngoài (Ngày làm - Tối vào TP vui chơi. ).
Thuộc CT CP ĐT phát triển dự án 99Land."
345,"Thông tin lô đất:
Lô đất xây dựng ven biển Quy Nhơn
Diện tích: 80m2
Hướng bắc
Đối diện công viên trung tâm, công viên ánh sáng, sân thể thao, trung tâm điều dưỡng chăm sóc sức khỏe, trường học quốc tế ( mầm non, tiểu học, THCS)
Đường quốc lộ 19B lộ giới 80m
Hỗ trợ thanh toán theo tiến độ
Hỗ trợ chi phí xây dựng
Hỗ trợ vay vốn đến 65% từ ngân hàng liên kế PVcombak
Hỗ trợ ân hạn 2 năm cả gốc lẫn lãi
5% chương trình ưu đãi  Mừng ngày giải phóng Miền Nam
Chiết khấu 1% cho khách hàng hộ khẩu Hà Nội, Bình Định, Hồ Chí Minh
1-4% chương trình giao dịch càng nhiều - nhạn quà càng lớn
100 triệu chương trình  Xây nhà ngay - nhận ngay ưu đãi"
346,"Bán nhà 5 tầng Vân Canh chỉ 3,1tỷ - Nhà Lô Góc 2 Mặt Tiền, trước nhà thoáng. Đẹp long lanh.
- Gần trường CĐ FPT, trường ĐH Công Nghệ Đông Á, ĐH Công Nghiệp Hà Nội. Khu vực đông sinh viên.
Trước nhà là Trường Mần Non thoáng vĩnh viễn
- - - - - - -
Nhà 5 Tầng, thiết kế hiện đại, ô tô vào nhà
- Tầng 1 : Phòng Khách, gara để xe, Bếp Ăn
- Tầng 2 : phòng ngủ + vệ sinh
- Tầng 3 : phòng ngủ + vệ sinh
- Tầng 4 : phòng ngủ + vệ sinh
- Tầng 5 : phòng thờ, sân phơi
Nội thất cơ bản gắn tường: Tủ bếp, trần thạch cao, cửa, thiết bị vệ sinh, thiết bị điện, tay vịn cầu thang.
- Sổ đỏ chính chủ, tiện ích xung quanh
- Bao mọi chi phí sang tên
Anh chị khách hàng quan tâm liên hệ Em Vân để xem nhà."
347,"Bán nhà mặt phố Nguyễn Đình Thi, quận Tây Hồ, 219 m2, 8 tầng, mặt tiền 40m, giá 215 tỷ.
Nhà xây 8 tầng chắc chắn, với đầy đủ giấy phép xây dựng, phòng cháy chữa cháy, giấy phép kinh doanh, thiết kế tổng 2 tầng hầm để xe, 6 tầng nổi với tổng 32 căn hộ cho Tây thuê, nhà mặt phố, mặt Hồ Tây vị trí đắc địa lô góc 3 mặt thoáng, 2 mặt phố vỉa hè rộng ô tô dừng đỗ ngày đêm. Hiện nhà đang cho thuê dòng tiền 500 triệu / 1 tháng, khách mua có thể chuyển đổi mục đích các hình thức kinh doanh khác, Vị trí vỉa hè ô tô dừng đỗ ngày đêm. Chủ thiện chí bán."
348,"Bán nhà phố Khương Hạ, quận Thanh Xuân 65m2, 5 tầng, mặt tiền 4m, giá 7.2 tỷ.
Nhà xây 5 tầng chắc chắn, thiết kế tầng 2 phòng, nhà ô tô 7 chỗ vào nhà. Vị trí đẹp ngõ thông ra Vũ Tông Phan.Chủ thiện chí bán."
349,"Bán đất ngõ ô tô tránh kinh doanh Ngọc Thụy, quận Long Biên, 100m2, mặt tiền 5m,  giá 8.5 tỷ.
Mảnh đất đẹp ngõ ô tô tránh kinh doanh, thích hợp khách mua xây tòa nhà kinh doanh hoặc ở.Chủ thiện chí bán."
350,"4.169m2 Hồng Thái, cạnh khu dân cư Hồng Thái và đường liên huyện đi sân bay Phan Thiết chỉ 646 triệu
Cách đường liên huyện 350m Bao đổi sổ hồng mới
Cạnh quỹ đất Rạng Đông làm du lịch
Tìm năng phát triển mạnh: làm du lịch, tách thửa, xây dựng nhà vườn
Bao công chứng sang tên 9 chủ
Cách sân bay Phan Thiết 30 phút , cách biển 10 phút
Bao công chứng sang tên 9 chủ tại TPHCM BÌNH THUẬN- HÀ NỘI
Liên hệ em Nam (zalo,call)"
351,"+ Cần bán nhà BÀ TRIỆU  GẦN CHỢ  HÀ ĐÔNG  HÀ NỘI.
+ Mặt tiền 5m,
+ Diện tích: 35m2 x 5 tầng.
+ Ô tô vào nhà. Ô tô đỗ cửa.
+ GẦN TRƯỜNG HỌC.
+ Thông thoáng.
+ Khu dân trí cao, an ninh cực tốt, gần trường học, gần chợ, gần siêu thị, gần sân vận động, gần khu kinh doanh nhu cầu về cuộc sống: Cafe, vật tư, vật liệu
+ Sổ đỏ chính chủ. Chủ nhà rất thiện chí muốn bán gấp.
+ Hỗ trợ vay ngân hàng.
+ Giá thỏa thuận.
Liên hệ:
Anh Minh Thổ cư để đi xem nhà sớm không là bị mua mất.
( Xem nhà miễn phí, nhiệt tình tận nơi, tư vấn pháp lý 24/7 để giao nhà nhanh.)"
352,"Bán biệt thự giá tốt nhất khu Thảo Điền, Diện tích 333m2, giá 60 tỷ
- Vị trí : ngay trục đường Quốc Hương, phường Thảo Điền, quận 2, TP.HCM, đường hiện hữu 6m, quy hoạch 12m. Nằm ngay khu vực lõi Thảo Điền được bao bọc bởi dòng sông Sài Gòn khí hậu quanh năm mát mẻ, khu vực mật độ dân cư thấp yên tĩnh không ồn ào với nhiều khu biệt thự compound, nơi tập trung nhiều trường quốc tế và có nhiều người nước ngoài làm việc, luu trú nơi giao lưu của nhiều nền văn hóa trên thế giới.
- Trục giao thông chính trong khu vực là đường Xuân Thủy, Quốc Hương, Thảo Điền kết nối ra trục Xa lộ Hà Nội lưu thông vào khu vực quận 1 khoảng 10 phút. Bệnh viện quốc tế, dịch vụ tiện ích vài bước chân. Đặc thù bất động sản trong khu vực này chủ yếu mua để ở, phát triển dịch vụ lưu trú cho người nước ngoài
- Diện tích : Diện tích đất 333m2 (12,17m x 29,65m ), hiện trạng 1 trệt, 1 lầu gồm 5 phòng ngủ, 4WC, phòng khách, bếp, thiết bị liền tường, sân vườn trước sau
- khu vực được phép xây dựng Hầm 6 Tầng thích hợp  cho quý khách xây căn hộ dịch vụ hoặc xây Villa mới theo ý thích.
- Giá : 60tỷ"
353,"Cần bán gấp nhà Khương Đình, Thanh Xuân 40m2, giá 3.6 tỷ.
+ Vị trí cực đẹp, cách ô tô vài bước chân, bán kính 500m là trường học các cấp, chợ, siêu thị, Royal city Nguyễn Trãi, Ngã Tư Sở.
+ Khu yên tĩnh, dân trí cao. Tiện ích xung quanh không thiếu thứ gì.
+ Thiết kế:
- Tầng 1: Phòng khách + Bếp.
- Tầng 2,3: Mỗi tầng 2 ngủ.
- Tầng 4: Phòng thờ + Sân phơi.
+ Sổ đỏ vuông vắn, sẵn sàng giao dịch.
Liên hệ xem nhà ngay: Ms Xuân (MTG)
CẢM ƠN QUÝ KHÁCH ĐÃ ĐỌC TIN !!!"
354,"Bán nhà xây 4 tầng , ở ngay khu vực yên xá , thanh trì , cần bán nhanh nên giá rẻ hơn thị trường 200 triệu.
Mô Tả
+ Diện tích sử dụng là hơn 36m2 , xây 4 tầng chắc chắn, khung cột bê tông cốt thép, là căn góc nên thoáng mát , mỗi phòng đều có ban công view trước mặt, đầy đủ nội thất cơ bản , gia đình mua có thể dọn đồ vào ở luôn.
+ Vị Trí; giao thông thuận tiện , giáp ranh với khu dự án nhà ở tổng cục 5, vài phút ra khu đô thị văn quán, viện bỏng 103, và rất nhiều tiện ích xung quanh
+ Ưu điểm: Nhà dân xây, căn góc thoáng, giá tiền đang rẻ so với khu vực và cần bán nhanh, bao phí sang tên .
LH Em Long 86 ( Miễn MG, QC)"
355,"PHỐ LÊ TRỌNG TẤN - TT QUẬN THANH XUÂN - 30M ÔTÔ - DT 46M2 - CHỈ 4.2 TỶ.
- Vị trí nhà rất đẹp cách phố Lê Trọng Tấn vài bước chân.
- Chỉ 30m là ra tới oto! Ngõ cao ráo sạch sẽ, khu an ninh dân trí cấp cao quân đội! Ít nhà bán!
Thiết kế:
T1 : phòng khách bếp, wc!
T2.3.4: phòng ngủ rộng, wc cực xịn, ban công các tầng!
T5: phòng Thờ, sân phơi! ( có thể làm thêm phòng ngủ trên t5)
Sổ đỏ vuông vắn, sẵn sàng giao dịch.
LH e Hải"
356,"Bán gấp nhà ngõ 48 Ngô Gia Tự quận Long Biên gần chợ Việt Hưng, thông ra phố Vũ Đức Thận, siêu thị Big C Long Biên.
Nhà xây mới 5 tầng chắc chắn, gara ô tô, 4 phòng ngủ riêng biệt thoáng sáng.
Diện tích: 56m, giá 5,4 tỷ, sổ đỏ chuẩn đẹp không lỗi.
Liên hệ: Hòa, Miễn trung gian Môi giới.
http://www.facebook.com/DangHoaBatDongSan"
357,"Diện tích: 100 m2. Mặt tiền: 5m.
Đường: 13m. Hướng: Tây Bắc.
Giá bán: 10,8 tỷ.
Vị trí: Đất phân lô thuộc khu đất đấu giá biệt thự 31ha Trâu Quỳ, trước nhà là sân chơi nhà văn hóa nên cực kì thoáng đãng. Mảnh đất diện tích chuẩn, vừa phải nên tính thanh khoản cực nhanh. Hiện tại còn tương đối ít chủ nhà bán ra. Do nhu cầu chuyển đổi mục đích nên chủ nhà thiện chí bán gấp, sổ đỏ sẵn sàng giao dịch.
+ Xem đất đẹp gọi ngay: (Trần Đức Điển BĐS).
+ Trần Đức Điển BĐS: Chuyên bất động sản vị trí đẹp hàng đầu Long Biên, Gia Lâm.
+ Tiếp cận nhanh, sớm nhất mảnh đất đầu tư đẹp."
358,"PHỐ VÍP, VỊ TRÍ VÀNG, VỈA HÈ THÊNH THANG, PHÙ HỢP MỌI LOẠI HÌNH KINH DOANH!
Tô Hiệu 57/150 t1 m 6 tầng mt3.8 giá 24 tỷ
Phố Tô Hiệu là con phố đẹp nhất quận Cầu Giấy, làn đường rộng, 2 bên vỉa hè thênh thang. Vị trí căn nhà phù hợp mọi loại hình kinh doanh.
Nhà chia làm 2 khối diện tích 57 m trên sổ nhưng thực tế từ tầng 1 là 60m xây 6 tầng, phần phía sau cấp 4 nối liền rộng 90m không trong sổ nên tầng 1 tổng là150m2 hiện đang cho thuê làm siêu thị đồ dùng học sinh. Tầng 2,3 cho đơn vị dạy đàn thuê tổng thu tầng 1,2,3 mỗi tháng 50 triệu"
359,"NHÀ BÁN VÕNG THỊ TÂY HỒ 7,3TY 61M2 4TANG - GẦN Ô TÔ - HỒ TÂY - NGÕ THÔNG.
Mô tả:
- Nhà lô góc 2 thoáng, xây chắc chắn 4 tầng có giếng trời, các phòng thoáng sáng với cùng, vài bước ra hồ, ra phố
Thiết kế:
+ Tầng 1: khách, bếp
+ Tầng 2,3: mỗi tầng 2 phòng.
+ Tầng 4. Phòng thờ, sân trước, sau."
360,"Khương hạ thanh xuân nhà mới đẹp , giao thông thuận tiện thông ra khương trung , hoang văn thái , tô vĩnh diện , thanh xuân , gần trung tâm thương mai , ngõ to rộng oto thông qua nhà , gần chợ bùi xuong trach mua bán thuận tiện , gần các trường liên cấp từ 1 đến 3.
Diện tích 45m2 nhà 5 tầng mặt tiền 4m chỉ với 5,5 tỷ.
Tầng 1 phòng khách + bếp ăn được thiết kế rộng rãi chỗ để xe thoải mái.
Tầng 2,3,4 phòng ngủ + nhà vệ sinh được thiết kế hiện đại.
Tầng 5 1 phòng ,sân phơi quần áo rộng rãi.
Sổ đỏ chính chủ . phân lô vuông đẹp nở hậu sẵn sàng giao dịch ngay lâp tức .
LH. sẵn sàng tư vấn miễn phí cho anh chị em."
361,"Siêu phẩm lô góc đường ô tô tải thông. Hoa hậu Thụy Hương - Chương Mỹ . Em là số 2 không ai số 1.
Diện tích 70m2. Mặt tiền 4.95m
Giá đầu tư chỉ 1.15 tỷ
Chủ nhà dễ tính mát tay bác nào đầu tư lộc lá đầy nhà
Liên hệ e Thắm mua giá gốc"
362,"NGUYỄN TRÃI - QUẬN THANH XUÂN - NHÀ ĐẸP LONG LANH - MẶT TIỀN TO - GẦN PHỐ - CHỦ THIỆN CHÍ BÁN. DIỆN TÍCH 35M2 - 4 TẦNG - MẶT TIỀN 7.2M - 3.95 TỶ.
+ Nhà Cách mặt phố Nguyễn Trãi khoảng  50m, xung quanh đầy đủ tiện ích.
+ Khu vực : Nguyễn Trãi , Cự Lộc, Ngã Tư Sở .Giao thông vô cùng thuận.
+ Mặt tiền to thiết kế phòng ngủ rất nhiều ánh sáng.
+ Tầng 1: Để xe + Bếp + Vệ sinh.
+ Tầng lửng: Phòng khách.
+ Tầng 2: Phòng ngủ rộng + Vệ sinh.
+ Tầng 3: Phòng ngủ + Vệ sinh.
+ Tầng 4: Phòng thờ + Sân phơi.
+ Tầng 5: Tum
Sổ đỏ đẹp sẵn sàng giao dịch.
Liên hệ : Thuỳ Linh để được tư vấn và xem nhà ngay."
363,"Chủ nhà kẹt tiền cần bán gấp căn nhà phố mặt tiền đường số 13, phường An Phú, Quận 2 (Ngay sau lưng chung cư The Vista An Phú):
Diện tích đất: 4,5 x 26m, công nhận 111m2.
Diện tích sàn xây dựng: 300m2.
Kết cấu: Trệt 3 lầu, nhà mới nội thất đẹp vào ở ngay.
Vị trí đường thông thoáng đẹp, thông ra Xa Lộ Hà Nội, gần ga Metro số 1 và xung quanh tập trung đầy đủ các tiện ích như chợ, siêu thị, trường học, bệnh viện,.
Giá bán: 20 tỷ.
Liên hệ:  CHILAI"
364,"I. Nhà phố liền kề thuộc dự án  Bảo Anh Residence
Kết cấu: Móng cọc 1 trệt 3 lầu
Thiết kế: Phòng khách, bếp, 4PN, 5WC, sân thượng trước sau
Đường 12m gồm vỉa hè, cây xanh, điện âm
Sổ hồng riêng, sang tên liền tay
Hỗ trợ vay 70% hoặc trả góp dài hạn
II. Thanh toán 30% nhận nhà ờ ngay
III. Liên hệ để xem nhà trực tiếp và chọn căn đẹp với giá tốt nhất."
365,"KHU PHÂN LÔ CÁN BỘ CAO CẤP - 2 MẶT NGÕ OTO TRÁNH- KINH DOANH - NHÀ SIÊU ĐẸP, NỘI THẤT SỊN XÒ Ở LUÔN
- nhà nằm khu phân lô cán bộ sự phạm, dân trí cao,  trung tâm Cầu Giấy tiện ích an sinh đầy đủ
- Ngõ thông các ngả, cách mặt phố Trần Quốc Hoàn 50M, cách ký túc xá Đại Học Quốc Gia 80m
- Khu vực đông đúc thuận tiện vừa ở vừa kinh doanh hoặc cho thuê.
- Nhà thiết kế hiện đại,  2 mặt ngõ trước sau, oto tránh, nên phòng nào cũng tràn ngập ánh sáng, thoáng, nhà rất vượng khí
- Thiết kế 6 tầng, sổ 40m từ tầng 2 đua trước sau là 50m
Tầng 1: cửa hàng hoặc gara oto
Tầng 2: phòng khách + bếp + VS
Tầng 3.4: mỗi tầng 2PN+ 1VS
Tầng 5: 1PN + 1P thờ + 1 VS
Tầng 6: khu Giặt, 2 sân thượng trồng cây view toàn HN
Sổ vuông không lệch 1 ly 1 lai. Sẵn sàng giao dịch.
Rất hân hạnh được hỗ trợ quý khách tìm nhà."
366,"Cần bán nhanh 1000m full tc tại dũng phong cao phong hoà bình. giá tốt nhất cho các nhà đầu tư.
- Bám đường bê tông hơn 30m
- Đất bằng phẳng đã quay tường bao ranh giới rõ ràng
- Cách hà nội chỉ 75km, giao thông vô cùng thuận tiện.
- Trên đất đã được trồng rất nhiều bưởi,
- Giá chỉ 1ty xxcho. Nhà đầu tư nhanh tay ạ"
367,"Tôi chính chủ cần bán gấp nhà cuối đường Bà Triệu, phường Hà Cầu, quận Hà Đông, Hà Nội.
- Diện tích: 43m2.
- Mặt tiền: 4m.
- Nhà 5 tầng được xây kiên cố có tất cả 6 phòng ngủ rộng rãi.
- Nhà thiết kế hiện đại, đầy đủ nội thất cơ bản, nhiều cửa sổ đầy đủ ánh sáng, gồm:
+ Tầng 1: Bếp + để xe
+ Tầng 2: Phòng ngủ + WC.
+ Tầng 3 + 4: Mỗi tầng 2 phòng ngủ + WC.
- Nội thất: nóng lạnh điều hòa, cáp quang, internet, điện nước đầy đủ,. Chỉ việc dọn về ở ngay.
- Đường trước mặt rộng gần 4m, ô tô đỗ cửa.
- Khu vực dân cư đông, an ninh ổn định.
- Cách trường THPT Lê Lợi 100m. Cách chợ Hà Đông, siêu thị Metro 150m và nhiều tiện ích khác.thuận tiện giao thông đi lại.
- Giá bán: 4.9 TỶ
Liên hệ SĐT chính chủ: 0936.341.072"
368,"Cần bán nhà diện tích 55m, 6 tầng, mặt tiền 4m
Thiết kế 6 tầng, cầu thang giữa, mỗi tầng 2 phòng ngủ.
hiện chủ đang cho thuê 40tr/tháng
- Sổ đỏ chính chủ sẵn sàng giao dịch
Vị trí:
Phố Thái Thịnh thuộc địa phận phường Thịnh Quang quận Đống Đa - Hà Nội, kéo dài từ đường Tây Sơn, chạy cắt qua phố Trung Liệt và Yên Lãng và kết thúc trên đường Láng Hạ (cạnh chung cư 97 - 99 Láng Hạ)
Phố có chiều dài khoảng 1,3km, rộng 23m. Kinh doanh sầm uất.
ACE có nhu cầu mua để đầu tư hoặc kinh doanh thì vô cùng thuận lợi, tiện ích muôn vàn."
369,"Cần bán nhà Kiệt Đường Hà Nội, Phường Phú Nhuận, Thành Phố Huế
Kiệt rộng 3m.
Cách mặt tiền : 30 m
Diện tích : 63 m2. ( ngang 4m2, nở hậu 5m6)
Nhà 4 tầng.
Diện tích thực tế: 75 m2.
Diện tích sử dụng: 260 m2.
6PN- Phòng bếp-PK- phòng thờ- Sân thượng, 4 wc. View TTTM Vincom-Sổ hồng 2021
Vị trí kim cương
Sổ hồng chính chủ
Cách VinCom 100 m. Đối diện bệnh viện QT, Cách BTTW Huế: 300 m.
Giá bán: 5 tỷ  400 triệu.
LIÊN HỆ : 0903.941.480 MTG-NCC"
370,"Nhà bán đường Nguyễn Trãi, P. 2, Quận 5.
- Diện tích KV: 20 x 30m.
- DTCN: 600m2. .
- Kết cấu: GPXD: 7 tầng.
- Vị trí: Vị trí đẹp nhất đường Nguyễn Trãi, khu vực xây cao tầng, giá trí cho thuê cao, An Ninh.
- Hợp đồng thuê: để trống.
- Giá bán: 290 Tỷ.
Liên hệ:  Duy Khánh"
371,"Nhà bán đường 2 MT Cách Mạng Tháng 8 , P. 5, Quận Tân Bình.
- Diện tích KV: 27 x 50m .
- DTCN: 1450m2. .
- Kết cấu: GPXD: 2 hầm, 14 tầng.
- Vị trí: Vị trí đẹp nhất đường 2 MT Cách Mạng Tháng 8 , khu vực xây cao tầng, giá trí cho thuê cao, An Ninh.
- Hợp đồng thuê: để trống.
- Giá bán: 299 Tỷ.
Liên hệ:  Duy Khánh"
